#{"t_start": 1752849361.0500953, "env_id": "CartPole-v1"}
r,l,t
18.0,18,0.896065
28.0,28,0.907574
24.0,24,0.917078
24.0,24,0.926582
15.0,15,0.933086
25.0,25,0.943172
15.0,15,0.948172
11.0,11,0.953196
20.0,20,0.961203
12.0,12,0.965203
16.0,16,0.972707
33.0,33,0.986737
17.0,17,0.99324
30.0,30,1.004745
22.0,22,1.013782
14.0,14,1.019782
10.0,10,1.023793
17.0,17,1.030296
37.0,37,1.044801
24.0,24,1.053984
15.0,15,1.060487
16.0,16,1.066488
32.0,32,1.078496
27.0,27,1.090503
31.0,31,1.102007
27.0,27,1.113194
36.0,36,1.126698
20.0,20,1.134202
13.0,13,1.139704
18.0,18,1.146706
18.0,18,1.153717
13.0,13,1.158717
47.0,47,1.177292
15.0,15,1.182797
25.0,25,1.193336
17.0,17,1.199841
40.0,40,1.214983
27.0,27,1.22618
14.0,14,1.231684
15.0,15,1.236684
19.0,19,1.244204
13.0,13,1.249706
17.0,17,1.256708
16.0,16,1.264212
24.0,24,1.283851
28.0,28,1.307858
10.0,10,1.316901
25.0,25,1.340631
15.0,15,1.353136
24.0,24,1.375136
12.0,12,1.385639
23.0,23,1.407263
52.0,52,1.454198
37.0,37,1.485353
12.0,12,1.495857
10.0,10,1.503361
10.0,10,1.510865
15.0,15,1.523368
41.0,41,1.556714
22.0,22,1.574728
18.0,18,1.590736
31.0,31,1.614485
20.0,20,1.630492
44.0,44,1.666005
39.0,39,1.696517
10.0,10,1.705021
26.0,26,1.724911
17.0,17,1.739916
22.0,22,1.757332
19.0,19,1.77234
15.0,15,1.784844
13.0,13,1.794386
10.0,10,1.802891
21.0,21,1.820165
22.0,22,1.837173
12.0,12,1.847193
22.0,22,1.865201
24.0,24,1.886209
12.0,12,1.896717
32.0,32,1.925077
12.0,12,1.93558
17.0,17,1.950085
16.0,16,1.963757
18.0,18,1.978848
14.0,14,1.990365
16.0,16,2.00387
25.0,25,2.023878
16.0,16,2.035885
26.0,26,2.058406
20.0,20,2.074414
42.0,42,2.108927
19.0,19,2.125934
25.0,25,2.145941
13.0,13,2.155445
17.0,17,2.171453
38.0,38,3.595558
29.0,29,3.618565
15.0,15,3.630572
55.0,55,3.675594
21.0,21,3.693132
28.0,28,3.715644
59.0,59,3.76219
54.0,54,3.805999
53.0,53,3.846649
33.0,33,3.873793
44.0,44,3.908303
41.0,41,3.941461
37.0,37,3.971157
49.0,49,4.01168
15.0,15,4.024184
12.0,12,4.033688
15.0,15,4.045695
52.0,52,4.08855
18.0,18,4.103559
22.0,22,4.121566
24.0,24,4.140572
27.0,27,4.163583
18.0,18,4.178088
41.0,41,4.212606
24.0,24,4.231614
17.0,17,4.245629
11.0,11,4.255133
28.0,28,4.27866
26.0,26,4.302143
71.0,71,4.360174
23.0,23,4.380386
