#{"t_start": 1753025738.1059756, "env_id": "CartPole-v1"}
r,l,t
12.0,12,0.915507
18.0,18,0.923507
38.0,38,0.937507
43.0,43,0.954509
19.0,19,0.962509
10.0,10,0.965509
42.0,42,0.982543
28.0,28,0.992543
84.0,84,1.024543
22.0,22,1.032544
26.0,26,1.042543
28.0,28,1.053543
16.0,16,1.059543
18.0,18,1.066545
17.0,17,1.072546
12.0,12,1.077706
14.0,14,1.082705
46.0,46,1.099706
14.0,14,1.105705
20.0,20,1.113706
13.0,13,1.118706
10.0,10,1.122705
25.0,25,1.132706
51.0,51,1.152706
17.0,17,1.159706
25.0,25,1.168708
49.0,49,1.187796
18.0,18,1.195797
18.0,18,1.202796
10.0,10,1.206796
15.0,15,1.212796
13.0,13,1.217796
64.0,64,1.241796
16.0,16,1.248796
27.0,27,1.271798
12.0,12,1.282304
41.0,41,1.317304
51.0,51,1.360504
41.0,41,1.398011
15.0,15,1.410011
49.0,49,1.450011
19.0,19,1.464014
24.0,24,1.483519
12.0,12,1.492519
12.0,12,1.501519
17.0,17,1.515519
14.0,14,1.526519
25.0,25,1.546519
14.0,14,1.558519
9.0,9,1.566521
37.0,37,1.596026
22.0,22,1.614026
49.0,49,1.652026
25.0,25,1.671029
15.0,15,1.682534
47.0,47,1.720534
34.0,34,1.748534
21.0,21,1.767537
15.0,15,1.780041
24.0,24,1.800041
55.0,55,1.848041
28.0,28,1.871044
23.0,23,1.889549
20.0,20,1.906549
18.0,18,1.921549
15.0,15,1.932549
14.0,14,1.944549
14.0,14,1.95555
14.0,14,1.966552
13.0,13,1.977056
17.0,17,1.991056
16.0,16,2.005056
19.0,19,2.020056
15.0,15,2.033056
13.0,13,2.044056
13.0,13,2.055056
17.0,17,2.068058
16.0,16,2.081563
15.0,15,2.093563
15.0,15,2.105563
16.0,16,2.118563
19.0,19,2.133563
36.0,36,2.161566
41.0,41,2.19607
15.0,15,2.20807
31.0,31,3.634752
21.0,21,3.650751
35.0,35,3.67726
56.0,56,3.72126
33.0,33,3.74826
12.0,12,3.759259
22.0,22,3.777291
13.0,13,3.788291
19.0,19,3.804291
15.0,15,3.818292
81.0,81,3.887431
38.0,38,3.922432
18.0,18,3.938432
42.0,42,3.974436
11.0,11,3.983543
23.0,23,4.006543
17.0,17,4.022543
34.0,34,4.049542
44.0,44,4.083049
19.0,19,4.098049
15.0,15,4.10905
16.0,16,4.12205
24.0,24,4.14205
32.0,32,4.169052
46.0,46,4.205556
50.0,50,4.246556
46.0,46,4.282069
11.0,11,4.290071
13.0,13,4.300069
12.0,12,4.309069
13.0,13,4.318069
10.0,10,4.326071
28.0,28,4.34907
18.0,18,4.363071
68.0,68,4.420578
31.0,31,4.449576
15.0,15,4.462579
95.0,95,4.541088
20.0,20,4.556088
17.0,17,4.568092
32.0,32,4.594596
