#{"t_start": 1753076413.9440114, "env_id": "CartPole-v1"}
r,l,t
22.0,22,0.937522
20.0,20,0.945522
20.0,20,0.952965
21.0,21,0.961471
14.0,14,0.967719
14.0,14,0.972718
34.0,34,0.985572
18.0,18,0.992574
12.0,12,0.997638
26.0,26,1.006853
19.0,19,1.013853
19.0,19,1.021359
17.0,17,1.028364
45.0,45,1.046878
33.0,33,1.059384
10.0,10,1.063384
22.0,22,1.071888
12.0,12,1.076392
21.0,21,1.084392
19.0,19,1.092637
18.0,18,1.098874
39.0,39,1.114378
15.0,15,1.120882
47.0,47,1.14089
14.0,14,1.146396
47.0,47,1.165478
23.0,23,1.174525
13.0,13,1.179595
13.0,13,1.184593
17.0,17,1.190667
64.0,64,1.233446
12.0,12,1.242553
10.0,10,1.249596
12.0,12,1.259804
10.0,10,1.268309
24.0,24,1.28932
45.0,45,1.323831
24.0,24,1.341344
15.0,15,1.352849
15.0,15,1.363354
12.0,12,1.372858
15.0,15,1.385368
17.0,17,1.399931
38.0,38,1.431597
26.0,26,1.450627
12.0,12,1.460131
17.0,17,1.473636
36.0,36,1.504196
15.0,15,1.517256
13.0,13,1.528764
11.0,11,1.537775
12.0,12,1.548282
27.0,27,1.570051
14.0,14,1.581557
18.0,18,1.596322
12.0,12,1.605322
13.0,13,1.617507
22.0,22,1.636472
11.0,11,1.645472
27.0,27,1.66864
16.0,16,1.680712
21.0,21,1.69772
37.0,37,1.725729
16.0,16,1.738604
63.0,63,1.786637
41.0,41,1.818757
18.0,18,1.833379
36.0,36,1.86289
16.0,16,1.8769
13.0,13,1.888405
46.0,46,1.925462
19.0,19,1.940576
27.0,27,1.962584
21.0,21,1.978591
12.0,12,1.988096
13.0,13,1.9986
13.0,13,2.010104
32.0,32,2.035616
59.0,59,2.083565
14.0,14,2.095575
12.0,12,2.104078
37.0,37,2.133759
15.0,15,2.144262
23.0,23,2.16127
30.0,30,2.185278
28.0,28,2.20854
33.0,33,2.235399
42.0,42,2.270914
23.0,23,2.289706
11.0,11,3.697189
26.0,26,3.717198
20.0,20,3.734206
38.0,38,3.764718
26.0,26,3.786234
37.0,37,3.815744
62.0,62,3.865767
34.0,34,3.892502
27.0,27,3.914174
40.0,40,3.948484
86.0,86,4.01902
41.0,41,4.054037
60.0,60,4.100764
40.0,40,4.132092
15.0,15,4.146173
46.0,46,4.180685
31.0,31,4.208197
21.0,21,4.224702
19.0,19,4.239214
32.0,32,4.267728
21.0,21,4.283231
13.0,13,4.293738
28.0,28,4.315382
35.0,35,4.342742
48.0,48,4.382284
37.0,37,4.411795
64.0,64,4.464318
45.0,45,4.501957
22.0,22,4.519489
54.0,54,4.56307
23.0,23,4.581079
74.0,74,4.641368
24.0,24,4.662377
45.0,45,4.697331
55.0,55,4.74137
12.0,12,4.752381
67.0,67,4.809209
36.0,36,4.838946
26.0,26,4.859487
50.0,50,4.900809
14.0,14,4.913314
41.0,41,4.94544
18.0,18,4.960989
21.0,21,4.977997
52.0,52,5.02005
22.0,22,5.036572
55.0,55,5.082332
45.0,45,5.117348
56.0,56,5.160787
18.0,18,5.176307
24.0,24,5.195313
78.0,78,5.256494
49.0,49,5.296186
136.0,136,6.801265
61.0,61,6.849375
46.0,46,6.88677
54.0,54,6.931787
42.0,42,6.964299
62.0,62,7.012535
55.0,55,7.056739
117.0,117,7.150972
92.0,92,7.225711
37.0,37,7.254723
22.0,22,7.270478
80.0,80,7.335863
78.0,78,7.395391
52.0,52,7.437218
63.0,63,7.485717
32.0,32,7.509728
32.0,32,7.533424
31.0,31,7.559441
49.0,49,7.599095
18.0,18,7.6136
19.0,19,7.630608
82.0,82,7.695714
116.0,116,7.785501
86.0,86,7.854557
67.0,67,7.909544
83.0,83,7.980087
19.0,19,7.994592
101.0,101,8.075366
27.0,27,8.099401
68.0,68,8.150589
35.0,35,8.177649
52.0,52,8.217567
44.0,44,8.25361
49.0,49,8.293064
84.0,84,8.362118
100.0,100,9.956767
19.0,19,9.972272
150.0,150,10.092167
35.0,35,10.121515
93.0,93,10.195958
193.0,193,10.341196
130.0,130,10.445568
116.0,116,10.540307
140.0,140,10.653873
22.0,22,10.672888
88.0,88,10.740264
49.0,49,10.777541
108.0,108,10.858029
108.0,108,10.943105
90.0,90,11.011345
81.0,81,11.072718
105.0,105,11.153794
154.0,154,11.281606
130.0,130,11.385535
137.0,137,11.494117
184.0,184,13.060328
173.0,173,13.199832
178.0,178,13.337388
151.0,151,13.45564
137.0,137,13.566777
138.0,138,13.672143
174.0,174,13.808296
51.0,51,13.845313
495.0,495,14.214499
289.0,289,14.424073
37.0,37,14.453598
408.0,408,16.18179
166.0,166,16.306852
256.0,256,16.49945
372.0,372,16.783699
149.0,149,16.899254
500.0,500,17.296984
223.0,223,17.473564
500.0,500,19.346549
500.0,500,19.756197
301.0,301,20.001067
262.0,262,20.214317
247.0,247,20.418952
377.0,377,22.280749
334.0,334,22.547004
500.0,500,22.952738
500.0,500,23.346934
500.0,500,23.752156
500.0,500,25.567121
283.0,283,25.791226
500.0,500,26.188401
500.0,500,26.588577
500.0,500,28.398387
374.0,374,28.690517
500.0,500,29.097198
398.0,398,29.424373
500.0,500,29.83409
500.0,500,31.697618
500.0,500,32.137379
500.0,500,32.558498
500.0,500,32.989064
500.0,500,34.85195
500.0,500,35.259209
500.0,500,35.66698
500.0,500,36.082784
500.0,500,37.922435
500.0,500,38.327162
500.0,500,38.735895
500.0,500,39.152163
500.0,500,40.962578
500.0,500,41.37682
500.0,500,41.786579
500.0,500,42.198107
500.0,500,44.029253
168.0,168,44.159837
500.0,500,44.567253
500.0,500,44.979866
500.0,500,45.392282
500.0,500,47.23398
500.0,500,47.635244
500.0,500,48.054517
500.0,500,48.46928
500.0,500,50.305378
500.0,500,50.706943
500.0,500,51.124585
500.0,500,51.519755
500.0,500,53.347785
500.0,500,53.741592
500.0,500,54.159687
500.0,500,54.574005
500.0,500,56.42109
500.0,500,56.856631
500.0,500,57.28667
500.0,500,57.694347
500.0,500,59.539255
500.0,500,59.941402
500.0,500,60.363964
500.0,500,60.791727
500.0,500,62.679271
500.0,500,63.083255
500.0,500,63.484282
500.0,500,63.888884
500.0,500,64.293503
500.0,500,66.126879
500.0,500,66.532046
500.0,500,66.945103
500.0,500,67.362993
500.0,500,69.199395
500.0,500,69.61839
500.0,500,70.042024
500.0,500,70.454203
500.0,500,72.332227
500.0,500,72.748782
500.0,500,73.167377
500.0,500,73.622671
500.0,500,75.501575
500.0,500,75.91411
500.0,500,76.323593
500.0,500,76.734348
500.0,500,78.56415
500.0,500,78.971635
500.0,500,79.371179
500.0,500,79.776351
500.0,500,81.62733
500.0,500,82.025498
500.0,500,82.432661
500.0,500,82.824981
500.0,500,84.678525
500.0,500,85.067183
500.0,500,85.483263
500.0,500,85.886146
500.0,500,87.717942
500.0,500,88.1203
500.0,500,88.533415
500.0,500,88.938164
500.0,500,90.752639
500.0,500,91.155302
500.0,500,91.566668
500.0,500,91.983425
500.0,500,93.786338
500.0,500,94.187739
500.0,500,94.59662
500.0,500,95.008875
500.0,500,95.423938
500.0,500,97.229379
500.0,500,97.629545
500.0,500,98.023329
500.0,500,98.418489
500.0,500,100.217097
500.0,500,100.608371
500.0,500,101.006588
500.0,500,101.412787
500.0,500,103.237784
500.0,500,103.648017
500.0,500,104.052179
500.0,500,104.455319
500.0,500,106.279751
500.0,500,106.697376
500.0,500,107.110095
500.0,500,107.532597
500.0,500,109.388743
500.0,500,109.789491
500.0,500,110.187783
500.0,500,110.58893
500.0,500,112.423509
500.0,500,112.834005
500.0,500,113.238921
500.0,500,113.657116
500.0,500,115.526174
500.0,500,115.937863
500.0,500,116.339264
500.0,500,116.74857
500.0,500,118.563549
500.0,500,118.968346
500.0,500,119.371685
500.0,500,119.77635
500.0,500,121.581514
500.0,500,121.97834
500.0,500,122.376155
500.0,500,122.763006
500.0,500,124.578564
500.0,500,124.983593
500.0,500,125.387123
500.0,500,125.795151
500.0,500,127.622031
500.0,500,128.022056
500.0,500,128.429809
500.0,500,128.836834
500.0,500,129.243942
500.0,500,131.027467
500.0,500,131.432495
500.0,500,131.842523
500.0,500,132.239089
500.0,500,134.025825
500.0,500,134.433522
500.0,500,134.839745
500.0,500,135.240771
500.0,500,137.053395
500.0,500,137.463421
500.0,500,137.866447
500.0,500,138.275476
500.0,500,140.0781
500.0,500,140.482128
500.0,500,140.884159
500.0,500,141.293691
500.0,500,143.127285
500.0,500,143.549407
500.0,500,143.966283
500.0,500,144.385283
500.0,500,146.236273
500.0,500,146.635273
500.0,500,147.041271
500.0,500,147.460821
500.0,500,149.284947
500.0,500,149.687974
500.0,500,150.091501
500.0,500,150.495357
