#{"t_start": 1752907049.6264129, "env_id": "CartPole-v1"}
r,l,t
17.0,17,0.890733
23.0,23,0.914736
24.0,24,0.938849
25.0,25,0.963849
37.0,37,1.000849
32.0,32,1.280067
67.0,67,1.381294
12.0,12,1.4038
51.0,51,2.19308
27.0,27,2.242587
13.0,13,2.266587
23.0,23,2.307589
21.0,21,2.344095
14.0,14,2.731232
28.0,28,2.782232
31.0,31,2.837672
18.0,18,2.870672
27.0,27,2.917674
23.0,23,3.332875
23.0,23,3.373875
11.0,11,3.393873
21.0,21,3.432385
13.0,13,3.455384
17.0,17,3.486401
20.0,20,3.522899
22.0,22,3.562894
19.0,19,3.919443
9.0,9,3.935615
16.0,16,3.963615
17.0,17,3.994615
23.0,23,4.035872
18.0,18,4.067872
13.0,13,4.091872
37.0,37,4.479006
53.0,53,4.575107
75.0,75,5.292277
23.0,23,5.333784
17.0,17,5.364783
27.0,27,5.412785
32.0,32,5.469288
11.0,11,5.864359
22.0,22,5.90336
16.0,16,5.931865
23.0,23,5.972864
18.0,18,6.004866
18.0,18,6.037374
18.0,18,6.069374
50.0,50,6.476397
22.0,22,6.516397
36.0,36,6.579906
17.0,17,6.609908
16.0,16,7.141906
16.0,16,7.170905
28.0,28,7.221009
12.0,12,7.242011
19.0,19,7.277011
80.0,80,7.846454
17.0,17,7.876454
23.0,23,7.917456
17.0,17,7.947961
18.0,18,7.97996
52.0,52,8.465417
29.0,29,8.517419
12.0,12,8.53845
19.0,19,8.57345
28.0,28,8.624678
22.0,22,9.06488
15.0,15,9.09288
37.0,37,9.160224
14.0,14,9.185224
23.0,23,9.227733
23.0,23,9.271733
16.0,16,9.802076
14.0,14,9.8271
17.0,17,9.858143
25.0,25,9.9021
54.0,54,9.996206
30.0,30,10.645833
18.0,18,10.678833
19.0,19,10.712836
26.0,26,10.761022
30.0,30,10.815027
32.0,32,11.257099
14.0,14,11.283105
35.0,35,11.348627
26.0,26,11.395621
20.0,20,11.431131
57.0,57,11.957252
17.0,17,11.987252
12.0,12,12.009254
20.0,20,12.044324
