#{"t_start": 1753028701.9110584, "env_id": "CartPole-v1"}
r,l,t
15.0,15,0.964846
16.0,16,0.970846
12.0,12,0.976845
21.0,21,0.985847
36.0,36,0.999847
53.0,53,1.020849
12.0,12,1.025849
23.0,23,1.03485
9.0,9,1.038853
14.0,14,1.043853
39.0,39,1.058856
17.0,17,1.065201
20.0,20,1.0732
21.0,21,1.082202
36.0,36,1.096202
15.0,15,1.102203
13.0,13,1.107203
20.0,20,1.115206
49.0,49,1.136206
14.0,14,1.142206
16.0,16,1.14921
22.0,22,1.15971
21.0,21,1.177715
42.0,42,1.210718
16.0,16,1.222718
17.0,17,1.234719
30.0,30,1.257724
26.0,26,1.280797
54.0,54,1.325801
18.0,18,1.338801
17.0,17,1.354805
21.0,21,1.371933
10.0,10,1.380934
37.0,37,1.414938
25.0,25,1.434938
13.0,13,1.446943
14.0,14,1.457944
34.0,34,1.487216
14.0,14,1.498218
14.0,14,1.509218
29.0,29,1.535221
14.0,14,1.546224
17.0,17,1.56238
15.0,15,1.575382
12.0,12,1.586382
27.0,27,1.612384
11.0,11,1.622385
22.0,22,1.641386
33.0,33,1.671438
18.0,18,1.686439
27.0,27,1.70944
17.0,17,1.723441
11.0,11,1.733442
24.0,24,1.754447
11.0,11,1.763598
13.0,13,1.775598
15.0,15,1.788599
14.0,14,1.8006
20.0,20,1.818602
18.0,18,1.833603
22.0,22,1.853607
19.0,19,1.870709
53.0,53,1.913712
21.0,21,1.930713
15.0,15,1.942714
13.0,13,1.952718
18.0,18,1.967884
25.0,25,1.989885
27.0,27,2.011887
13.0,13,2.023887
26.0,26,2.046896
27.0,27,2.0714
17.0,17,2.085401
26.0,26,2.106403
19.0,19,2.123404
19.0,19,2.141406
13.0,13,2.15441
12.0,12,2.165918
13.0,13,2.176918
11.0,11,2.186918
15.0,15,2.198919
17.0,17,2.21292
12.0,12,2.222921
18.0,18,2.237923
42.0,42,2.276079
25.0,25,2.297081
34.0,34,2.327084
30.0,30,2.354088
38.0,38,2.387112
36.0,36,2.419115
21.0,21,2.437115
29.0,29,2.46012
11.0,11,2.469356
24.0,24,2.490358
10.0,10,3.959252
16.0,16,3.973388
10.0,10,3.98239
18.0,18,3.99739
48.0,48,4.038394
57.0,57,4.085685
38.0,38,4.116688
65.0,65,4.170734
52.0,52,4.215737
25.0,25,4.237739
41.0,41,4.269873
25.0,25,4.289876
66.0,66,4.34588
15.0,15,4.357882
24.0,24,4.377922
22.0,22,4.396922
21.0,21,4.414924
24.0,24,4.434926
39.0,39,4.474041
14.0,14,4.486042
46.0,46,4.529045
21.0,21,4.547047
17.0,17,4.561049
9.0,9,4.56914
27.0,27,4.595142
